serial,brand,movement,case_material,bracelet_material,gender,shape,crystal,dial,bracelet_color,clasp,year
13073,Carl F. Bucherer,Automatic,gold,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Black,Buckle,2024-01-01
13076,Schaumburg,Automatic,steel,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,"Fold clasp, hidden",2024-01-01
13077,Omega,Manual winding,steel,Steel,Men's watch/Unisex,Circular,Plexiglass,Black,Steel,Fold clasp,2024-01-01
13079,Patek Philippe,Automatic,gold,gold,Men's watch/Unisex,Circular,Sapphire crystal,Black,Gold,Fold clasp,2022-01-01
13085,Franck Muller,Automatic,gold,Animal skin,Men's watch/Unisex,Rectangular,Sapphire crystal,Silver,Silver,Buckle,2024-01-01
13103,A. Lange & Söhne,Automatic,gold,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2024-01-01
13106,Jacob & Co.,Quartz,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Blue,Fold clasp,2024-01-01
13110,Garmin,Smartwatch,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,Silver,Buckle,2024-01-01
13115,Vulcain,Manual winding,steel,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2023-01-01
13119,Versace,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Green,Steel,Double-fold clasp,2022-01-01
13121,Breguet,Manual winding,gold,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Black,Buckle,2003-01-01
13133,Seiko,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Steel,Fold clasp,2024-01-01
13135,Atlantic,Automatic,steel,Animal skin,Men's watch/Unisex,Rectangular,Sapphire crystal,Grey,Silver,Buckle,2023-01-01
13138,Marcello C.,Automatic,steel,Steel,Men's watch/Unisex,Rectangular,Mineral Glass,Blue,Silver,Double-fold clasp,1999-01-01
13145,Locman,Automatic,steel,Silicon,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Double-fold clasp,2019-01-01
13146,Movado,Automatic,steel,Leather,Men's watch/Unisex,Rectangular,Sapphire crystal,Blue,Black,Buckle,2023-01-01
13152,Swiss Military,Automatic,steel,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2024-01-01
13153,Parmigiani Fleurier,Automatic,gold,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Brown,Buckle,2010-01-01
13163,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Brown,Double-fold clasp,2022-01-01
13165,Omega,Automatic,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2024-01-01
13174,Norqain,Automatic,steel,Textile,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2024-01-01
13183,Garmin,Smartwatch,Titanium,Silicon,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2024-01-01
13184,Jean Marcel,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Grey,Black,Double-fold clasp,2024-01-01
13187,Louis Erard,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,White,Black,Buckle,2015-01-01
13189,Chronoswiss,Manual winding,steel,Leather,Women's watch,Circular,Sapphire crystal,White,Silver,Buckle,1994-01-01
13191,Wenger,Quartz,steel,Steel,Women's watch,Circular,Mineral Glass,Silver,Gold,Buckle,2024-01-01
13193,F.P.Journe,Manual winding,Platinum,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Grey,Black,Double-fold clasp,2024-01-01
13197,Longines,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Steel,Fold clasp,2024-01-01
13201,Gucci,Quartz,steel,Steel,Women's watch,Circular,Sapphire crystal,Black,Steel,Fold clasp,2023-01-01
13202,Boldr,Automatic,steel,Textile,Men's watch/Unisex,Rectangular,Sapphire crystal,White,Black,Buckle,2024-01-01
13208,Sandoz,Automatic,steel,Leather,Men's watch/Unisex,Circular,Plastic,Gold,Black,Buckle,1980-01-01
13212,Blancpain,Automatic,Titanium,Textile,Men's watch/Unisex,Circular,Sapphire crystal,Grey,Silver,Buckle,2024-01-01
13217,Vostok,Automatic,steel,Steel,Men's watch/Unisex,Circular,Glass,Blue,Steel,Fold clasp,2024-01-01
13219,Cartier,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Steel,Double-fold clasp,2023-01-01
13222,Tudor,Automatic,Titanium,Titanium,Men's watch/Unisex,Circular,Sapphire crystal,Black,Steel,Fold clasp,2023-01-01
13223,Bulova,Quartz,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Red,Steel,Fold clasp,2024-01-01
13225,Davidoff,Automatic,steel,Rubber,Men's watch/Unisex,Rectangular,Sapphire crystal,White,Black,Double-fold clasp,2021-01-01
13226,Hanhart,Automatic,steel,Leather,Men's watch/Unisex,Rectangular,Sapphire crystal,Black,Brown,Buckle,2023-01-01
13227,Rado,Automatic,steel,Steel,Men's watch/Unisex,Rectangular,Plexiglass,Black,Steel,Buckle,1970-01-01
13229,Bovet,Automatic,steel,Animal skin,Women's watch,Circular,Sapphire crystal,Blue,White,Buckle,2024-01-01
13231,Revue Thommen,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Brown,Brown,Buckle,2010-01-01
13232,Ventura,Quartz,steel,Steel,Men's watch/Unisex,Rectangular,Sapphire crystal,Black,Steel,Double-fold clasp,2024-01-01
13237,Venezianico,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2024-01-01
13241,F.P.Journe,Automatic,Platinum,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Grey,Black,Buckle,2023-01-01
13252,Lorenz,Quartz,gold,gold,Women's watch,Circular,Mineral Glass,Gold,Gold,Jewelry clasp,1990-01-01
13256,Montblanc,Automatic,Bronze,Textile,Men's watch/Unisex,Circular,Sapphire crystal,Green,Green,Buckle,2019-01-01
13260,Bell & Ross,Automatic,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Green,Black,Buckle,2022-01-01
13264,Victorinox Swiss Army,Quartz,steel,Steel,Men's watch/Unisex,Rectangular,Sapphire crystal,Grey,Steel,Double-fold clasp,2019-01-01
13265,Revue Thommen,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Steel,"Fold clasp, hidden",2024-01-01
13266,Maserati,Quartz,steel,Steel,Women's watch,Circular,Mineral Glass,Blue,Silver,Fold clasp,2023-01-01
13268,Traser,Quartz,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Steel,Fold clasp,2024-01-01
13269,Raidillon,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Black,Double-fold clasp,2023-01-01
13272,NOMOS,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,White,Brown,Buckle,2023-01-01
13277,Bruno Söhnle,Quartz,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Brown,Buckle,2024-01-01
13279,Dubey & Schaldenbrand,Automatic,gold,Leather,Women's watch,Rectangular,Sapphire crystal,White,Brown,Jewelry clasp,2024-01-01
13285,Diesel,Quartz,steel,Steel,Men's watch/Unisex,Circular,Mineral Glass,Yellow,Gold,Fold clasp,2024-01-01
13286,Sevenfriday,Automatic,Carbon,Rubber,Men's watch/Unisex,Rectangular,Sapphire crystal,White,Black,Buckle,2022-01-01
13287,Deep Blue,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Steel,Double-fold clasp,2022-01-01
13288,Hanhart,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Brown,Brown,"Fold clasp, hidden",2023-01-01
13289,Pequignet,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,White,Brown,Buckle,2024-01-01
13292,Bell & Ross,Automatic,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Blue,Fold clasp,2023-01-01
13296,Corum,Automatic,Titanium,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2024-01-01
13301,Guess,Quartz,steel,Steel,Women's watch,Circular,Mineral Glass,Gold,Gold,Fold clasp,2024-01-01
13302,Locman,Quartz,steel,Leather,Women's watch,Circular,Mineral Glass,Blue,Black,Fold clasp,2024-01-01
13303,Shinola,Quartz,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Steel,Double-fold clasp,2024-01-01
13308,Panerai,Automatic,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Fold clasp,2008-01-01
13326,Davosa,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Silver,Fold clasp,2023-01-01
13330,Glashütte Original,Automatic,steel,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Grey,Brown,Fold clasp,2023-01-01
13331,Lip,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Fold clasp,2024-01-01
13340,Jaquet-Droz,Automatic,steel,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Blue,Fold clasp,2024-01-01
13343,Orient,Automatic,steel,Leather,Men's watch/Unisex,Rectangular,Sapphire crystal,Blue,Silver,Buckle,2023-01-01
13350,Tudor,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,White,Steel,Fold clasp,2024-01-01
13355,Sevenfriday,Automatic,steel,Textile,Men's watch/Unisex,Rectangular,Sapphire crystal,Red,Black,Buckle,2024-01-01
13356,Romain Jerome,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Gold,Black,Double-fold clasp,2012-01-01
13359,Rolex,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Grey,Steel,Fold clasp,2019-01-01
13361,Audemars Piguet,Automatic,Titanium,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Green,Green,Buckle,2022-01-01
13362,Bremont,Automatic,steel,Steel,Men's watch/Unisex,Rectangular,Sapphire crystal,Black,Black,Fold clasp,2019-01-01
13364,Chanel,Quartz,Ceramic,Ceramic,Women's watch,Circular,Sapphire crystal,White,White,Double-fold clasp,2024-01-01
13365,TAG Heuer,Quartz,steel,Steel,Women's watch,Circular,Sapphire crystal,White,Steel,Fold clasp,2024-01-01
13371,Andersen Genève,Automatic,gold,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Blue,Buckle,1996-01-01
13375,Formex,Automatic,Titanium,Leather,Men's watch/Unisex,Rectangular,Sapphire crystal,Blue,Brown,Fold clasp,2024-01-01
13377,Atlantic,Manual winding,steel,Leather,Men's watch/Unisex,Rectangular,Sapphire crystal,Black,Black,Buckle,2024-01-01
13378,Cartier,Automatic,steel,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Black,Fold clasp,2018-01-01
13379,RSW,Manual winding,steel,Leather,Men's watch/Unisex,Rectangular,Sapphire crystal,Black,Black,Double-fold clasp,2023-01-01
13381,Squale,Automatic,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2022-01-01
13384,Breitling,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Steel,Fold clasp,2024-01-01
13386,Vostok,Automatic,steel,Silicon,Men's watch/Unisex,Circular,Mineral Glass,Green,White,Buckle,2024-01-01
13387,Junkers,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Champagne,Brown,Buckle,2024-01-01
13391,Police,Quartz,steel,Animal skin,Men's watch/Unisex,Circular,Mineral Glass,Black,Black,Buckle,2024-01-01
13401,Hanhart,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,White,Black,Buckle,2023-01-01
13411,Franck Muller,Automatic,gold,Animal skin,Men's watch/Unisex,Rectangular,Sapphire crystal,Silver,Black,Buckle,2024-01-01
13414,Laco,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Green,Silver,Buckle,2024-01-01
13416,Tudor,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Steel,Fold clasp,2020-01-01
13417,Ball,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Steel,Double-fold clasp,2022-01-01
13418,Breitling,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Steel,Fold clasp,2019-01-01
13419,Iron Annie,Automatic,steel,Animal skin,Men's watch/Unisex,Circular,Mineral Glass,Black,Black,Buckle,2024-01-01
13420,Certina,Quartz,steel,Steel,Women's watch,Circular,Sapphire crystal,Silver,Steel,"Fold clasp, hidden",2023-01-01
13422,Slava,Manual winding,steel,Leather,Men's watch/Unisex,Rectangular,Plexiglass,Green,Green,Buckle,1980-01-01
13427,Milus,Automatic,gold,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Black,Buckle,2018-01-01
13430,Seiko,Automatic,steel,Leather,Men's watch/Unisex,Rectangular,Sapphire crystal,Green,Brown,Buckle,2018-01-01
13431,Junkers,Quartz,steel,Leather,Men's watch/Unisex,Rectangular,Mineral Glass,Silver,Black,Buckle,2023-01-01
13432,Police,Quartz,steel,Steel,Men's watch/Unisex,Circular,Mineral Glass,Black,Black,Fold clasp,2024-01-01
13437,Concord,Quartz,steel,Steel,Men's watch/Unisex,Rectangular,Sapphire crystal,Silver,Steel,"Fold clasp, hidden",2024-01-01
13440,Junghans,Automatic,Titanium,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Brown,Buckle,2022-01-01
13444,Casio,Quartz,steel,Steel,Men's watch/Unisex,Circular,Mineral Glass,Black,Silver,Fold clasp,2024-01-01
13446,Richard Mille,Manual winding,Ceramic,Rubber,Men's watch/Unisex,Rectangular,Sapphire crystal,Blue,White,Double-fold clasp,2024-01-01
13451,Zodiac,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2024-01-01
13453,Laco,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Brown,Buckle,2024-01-01
13461,Breitling,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Steel,Fold clasp,2020-01-01
13468,A. Lange & Söhne,Automatic,gold,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2001-01-01
13470,Chopard,Manual winding,Platinum,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Black,Fold clasp,2024-01-01
13471,ZentRa,Quartz,steel,Leather,Men's watch/Unisex,Rectangular,Mineral Glass,Black,Black,Buckle,2020-01-01
13472,Breitling,Automatic,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Blue,Fold clasp,2024-01-01
13474,Jacques Lemans,Quartz,steel,Ceramic,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Fold clasp,2024-01-01
13476,NOMOS,Manual winding,steel,Leather,Women's watch,Circular,Sapphire crystal,White,Gold,Buckle,2024-01-01
13482,Arnold & Son,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Black,Buckle,2020-01-01
13483,Swiss Military,Quartz,steel,Steel,Women's watch,Circular,Sapphire crystal,Blue,Gold,Fold clasp,2024-01-01
13484,IWC,Automatic,gold,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Black,Brown,Fold clasp,2007-01-01
13488,Paul Picot,Quartz,steel,Steel,Men's watch/Unisex,Circular,Plexiglass,Blue,Steel,Fold clasp,2024-01-01
13491,Philip Watch,Automatic,steel,Steel,Women's watch,Rectangular,Plexiglass,Grey,Steel,Fold clasp,1963-01-01
13500,Bruno Söhnle,Quartz,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Fold clasp,2024-01-01
13503,Girard Perregaux,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Steel,Fold clasp,1995-01-01
13510,Wenger,Quartz,steel,Steel,Women's watch,Circular,Mineral Glass,White,Gold,Buckle,2024-01-01
13511,Louis XVI,Quartz,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Gold,Fold clasp,2024-01-01
13513,Timex,Manual winding,steel,Leather,Men's watch/Unisex,Rectangular,Plexiglass,Silver,Black,Buckle,1978-01-01
13516,Gevril,Quartz,gold,Leather,Women's watch,Rectangular,Sapphire crystal,Blue,Silver,Buckle,2024-01-01
13517,Chanel,Automatic,Ceramic,Ceramic,Men's watch/Unisex,Circular,Sapphire crystal,White,White,Double-fold clasp,2008-01-01
13518,Meistersinger,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Champagne,Brown,Buckle,2023-01-01
13520,Seiko,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Green,Brown,Fold clasp,2024-01-01
13521,Zenith,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Steel,Fold clasp,2022-01-01
13523,Grand Seiko,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Steel,Fold clasp,2024-01-01
13526,Sinn,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Plexiglass,Black,Black,Buckle,1975-01-01
13528,Glycine,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Brown,Buckle,2000-01-01
13531,ZentRa,Quartz,steel,gold,Women's watch,Rectangular,Plastic,Gold,Gold,Double-fold clasp,2024-01-01
13532,Norqain,Automatic,steel,Steel,Women's watch,Circular,Sapphire crystal,Blue,Steel,Fold clasp,2024-01-01
13534,Citizen,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Steel,Fold clasp,2024-01-01
13537,Squale,Automatic,Bronze,Textile,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Blue,Buckle,2024-01-01
13539,Michele,Quartz,steel,Steel,Women's watch,Rectangular,Sapphire crystal,Silver,Gold,Fold clasp,2024-01-01
13541,Tutima,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,"Fold clasp, hidden",2024-01-01
13543,Breitling,Automatic,Ceramic,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Fold clasp,2024-01-01
13545,Laco,Automatic,steel,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Black,Brown,Buckle,2024-01-01
13547,TAG Heuer,Quartz,Titanium,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,White,Fold clasp,2024-01-01
13548,Armand Nicolet,Automatic,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Fold clasp,2024-01-01
13550,Pequignet,Quartz,steel,Leather,Women's watch,Rectangular,Sapphire crystal,Black,Black,Buckle,2024-01-01
13551,Maserati,Automatic,steel,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,White,Blue,Buckle,2024-01-01
13568,Glycine,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Fold clasp,2021-01-01
13571,Alpina,Automatic,steel,Rubber,Men's watch/Unisex,Rectangular,Sapphire crystal,Blue,Blue,"Fold clasp, hidden",2024-01-01
13574,Jaquet-Droz,Automatic,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Double-fold clasp,2024-01-01
13576,Police,Quartz,steel,Leather,Men's watch/Unisex,Circular,Mineral Glass,Black,Black,Buckle,2024-01-01
13577,Van Der Bauwede,Quartz,Silver,Other Metal,Women's watch,Rectangular,Sapphire crystal,Red,Silver,Double-fold clasp,2024-01-01
13581,Mühle Glashütte,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,White,Black,Fold clasp,2023-01-01
13582,Bruno Söhnle,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Black,Buckle,2024-01-01
13583,Venezianico,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Steel,Double-fold clasp,2024-01-01
13587,Sea-Gull,Manual winding,steel,Leather,Men's watch/Unisex,Rectangular,Plexiglass,Champagne,Black,Buckle,2020-01-01
13588,Vostok,Automatic,steel,Steel,Men's watch/Unisex,Rectangular,Glass,Silver,Steel,Fold clasp,2024-01-01
13592,Michel Herbelin,Quartz,steel,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Champagne,Blue,Buckle,2000-01-01
13593,A. Lange & Söhne,Manual winding,gold,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Black,Blue,Buckle,2024-01-01
